step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_OUT,type_TRANSFER,aml_flag_Clean,aml_flag_Dormant Activity,aml_flag_Layering
117,149279.69,149279.69,0.0,0.0,0.0,1,0,False,True,True,False,False
74,85637.08,85637.08,0.0,235137.06,320774.13,1,0,True,False,True,False,False
513,100762.66,100762.66,0.0,0.0,0.0,1,0,False,True,True,False,False
398,50722.16,50722.16,0.0,21829.49,72551.64,1,0,True,False,True,False,False
720,40075.02,40075.02,0.0,0.0,0.0,1,0,False,True,False,True,False
719,479926.98,479926.98,0.0,0.0,0.0,1,0,False,True,True,False,False
80,173782.59,173782.59,0.0,0.0,0.0,1,0,False,True,False,True,False
122,2658595.89,2658595.89,0.0,286931.14,2945527.03,1,0,True,False,True,False,False
11,1933920.8,0.0,0.0,1283762.85,3217683.65,1,0,False,True,False,False,True
41,32690.68,32690.68,0.0,2361188.1,2393878.78,1,0,True,False,True,False,False
58,246938.77,246938.77,0.0,0.0,0.0,1,0,False,True,True,False,False
200,159232.01,159232.01,0.0,0.0,159232.01,1,0,True,False,False,True,False
256,40231.56,40231.56,0.0,23948.79,64180.35,1,0,True,False,True,False,False
482,132438.82,132438.82,0.0,0.0,132438.82,1,0,True,False,True,False,False
437,3200270.32,3200270.32,0.0,2000017.66,5200287.99,1,0,True,False,True,False,False
38,7567170.36,7567170.36,0.0,0.0,0.0,1,0,False,True,False,False,True
118,897427.17,897427.17,0.0,75092.82,972520.0,1,0,True,False,True,False,False
125,99793.9,99793.9,0.0,209608.93,309402.83,1,0,True,False,True,False,False
403,2371324.81,2371324.81,0.0,3448629.16,5819953.98,1,0,True,False,True,False,False
623,58050.78,58050.78,0.0,0.0,0.0,1,0,False,True,True,False,False
128,138993.63,138993.63,0.0,0.0,138993.63,1,0,True,False,True,False,False
629,93884.26,93884.26,0.0,1439275.59,1533159.85,1,0,True,False,True,False,False
98,1273674.05,1273674.05,0.0,0.0,1273674.05,1,0,True,False,True,False,False
413,341441.17,341441.17,0.0,0.0,341441.17,1,0,True,False,True,False,False
313,5818863.13,5818863.13,0.0,0.0,0.0,1,0,False,True,False,False,True
230,114169.66,114169.66,0.0,80478.74,194648.4,1,0,True,False,False,True,False
387,10000000.0,10000000.0,0.0,0.0,10000000.0,1,0,True,False,True,False,False
287,1796406.6,1796406.6,0.0,0.0,0.0,1,0,False,True,False,False,True
25,296333.54,296333.54,0.0,0.0,0.0,1,0,False,True,True,False,False
241,128718.59,128718.59,0.0,3511282.2,3640000.79,1,0,True,False,True,False,False
600,1158070.88,1158070.88,0.0,0.0,1158070.88,1,0,True,False,False,True,False
422,1857935.57,1857935.57,0.0,0.0,0.0,1,0,False,True,False,False,True
92,101903.69,101903.69,0.0,280117.63,382021.32,1,0,True,False,True,False,False
336,786573.0,786573.0,0.0,0.0,0.0,1,0,False,True,True,False,False
149,29832.81,29832.81,0.0,0.0,0.0,1,0,False,True,True,False,False
552,221077.97,221077.97,0.0,0.0,0.0,1,0,False,True,True,False,False
238,5274773.52,5274773.52,0.0,346223.18,5620996.7,1,0,True,False,True,False,False
315,3972968.92,3972968.92,0.0,254133.26,4227102.18,1,0,True,False,True,False,False
583,2149658.47,2149658.47,0.0,0.0,2149658.47,1,0,True,False,True,False,False
337,505580.22,505580.22,0.0,0.0,0.0,1,0,False,True,True,False,False
48,561374.78,561374.78,0.0,5726683.53,6288058.31,1,0,True,False,True,False,False
6,10565.0,10565.0,0.0,36275.0,24380.72,1,0,True,False,True,False,False
66,813133.35,813133.35,0.0,0.0,813133.35,1,0,True,False,True,False,False
443,1795622.71,1795622.71,0.0,307814.85,2103437.56,1,0,True,False,True,False,False
204,79938.47,79938.47,0.0,0.0,0.0,1,0,False,True,True,False,False
664,171935.25,171935.25,0.0,1659262.19,1831197.43,1,0,True,False,True,False,False
436,59841.44,59841.44,0.0,0.0,0.0,1,0,False,True,True,False,False
422,87381.78,87381.78,0.0,0.0,0.0,1,0,False,True,True,False,False
726,561446.32,561446.32,0.0,0.0,0.0,1,0,False,True,True,False,False
699,257643.59,257643.59,0.0,0.0,0.0,1,0,False,True,True,False,False
211,1049232.11,1049232.11,0.0,3856846.36,4906078.47,1,0,True,False,True,False,False
349,14279.89,14279.89,0.0,983.0,0.0,1,0,True,False,True,False,False
236,1418198.25,1418198.25,0.0,1488632.5,2906830.75,1,0,True,False,True,False,False
737,1281113.84,1281113.84,0.0,0.0,1281113.84,1,0,True,False,True,False,False
546,534158.52,534158.52,0.0,0.0,0.0,1,0,False,True,True,False,False
328,2137134.15,2137134.15,0.0,0.0,0.0,1,0,False,True,False,False,True
634,26153.82,26153.82,0.0,0.0,26153.82,1,0,True,False,True,False,False
15,747282.4,747282.4,0.0,5340917.82,6088200.22,1,0,True,False,True,False,False
293,530124.99,530124.99,0.0,0.0,530124.99,1,0,True,False,True,False,False
583,615398.61,615398.61,0.0,76305.28,691703.89,1,0,True,False,True,False,False
37,180967.56,180967.56,0.0,95280.53,276248.1,1,0,True,False,True,False,False
47,2249574.01,2249574.01,0.0,0.0,0.0,1,0,False,True,False,False,True
120,49571.87,49571.87,0.0,312586.22,362158.08,1,0,True,False,False,True,False
668,7539165.76,7539165.76,0.0,0.0,0.0,1,0,False,True,False,False,True
227,114889.61,114889.61,0.0,668801.8,783691.4,1,0,True,False,True,False,False
258,29280.46,29280.46,0.0,0.0,0.0,1,0,False,True,True,False,False
155,682309.83,682309.83,0.0,0.0,99994.39,1,0,False,True,True,False,False
727,263401.81,263401.81,0.0,251586.8,514988.6,1,0,True,False,True,False,False
26,331829.94,331829.94,0.0,0.0,0.0,1,0,False,True,True,False,False
38,407005.78,0.0,0.0,0.0,407005.78,1,0,True,False,True,False,False
452,7578130.45,7578130.45,0.0,1922837.25,9500967.7,1,0,True,False,True,False,False
93,3723738.06,3723738.06,0.0,3216391.21,6940129.27,1,0,True,False,True,False,False
250,52795.24,52795.24,0.0,0.0,0.0,1,0,False,True,False,True,False
330,9198459.96,9198459.96,0.0,0.0,0.0,1,0,False,True,False,False,True
170,6302888.93,6302888.93,0.0,73921.3,6376810.23,1,0,True,False,False,True,False
56,325242.69,325242.69,0.0,910845.46,1236088.15,1,0,True,False,True,False,False
198,18471.55,18471.55,0.0,0.0,18471.55,1,0,True,False,True,False,False
339,343177.04,343177.04,0.0,0.0,343177.04,1,0,True,False,True,False,False
590,2117503.53,2117503.53,0.0,579766.18,2697269.71,1,0,True,False,False,True,False
388,20393.12,20393.12,0.0,293446.62,313839.74,1,0,True,False,True,False,False
391,235763.38,235763.38,0.0,11417.85,247181.23,1,0,True,False,True,False,False
577,727792.98,727792.98,0.0,0.0,0.0,1,0,False,True,True,False,False
218,61470.02,61470.02,0.0,4118329.74,4179799.77,1,0,True,False,True,False,False
600,3455440.17,3455440.17,0.0,333449.12,3788889.29,1,0,True,False,False,True,False
205,846589.73,846589.73,0.0,0.0,0.0,1,0,False,True,True,False,False
47,61487.67,61487.67,0.0,0.0,61487.67,1,0,True,False,True,False,False
629,8488865.83,8488865.83,0.0,0.0,8488865.83,1,0,True,False,True,False,False
118,50845.13,50845.13,0.0,2739530.31,2790375.44,1,0,True,False,True,False,False
74,59813.61,59813.61,0.0,0.0,59813.61,1,0,True,False,True,False,False
357,10000000.0,10000000.0,0.0,637693.12,10637693.12,1,0,True,False,True,False,False
123,6351930.74,6351930.74,0.0,475618.0,6827548.75,1,0,True,False,True,False,False
594,28936.11,28936.11,0.0,0.0,0.0,1,0,False,True,True,False,False
405,10000000.0,12740879.15,2740879.15,0.0,0.0,1,0,False,True,False,False,True
292,2582733.46,2582733.46,0.0,0.0,0.0,1,0,False,True,False,False,True
557,3332748.16,3332748.16,0.0,5578716.58,8911464.74,1,0,True,False,True,False,False
576,28284.88,28284.88,0.0,0.0,0.0,1,0,False,True,True,False,False
75,460436.43,460436.43,0.0,0.0,0.0,1,0,False,True,True,False,False
298,40043.74,40043.74,0.0,0.0,0.0,1,0,False,True,True,False,False
1,235238.66,235238.66,0.0,0.0,235238.66,1,0,True,False,True,False,False
676,327773.15,327773.15,0.0,0.0,0.0,1,0,False,True,True,False,False
615,8931550.69,8931550.69,0.0,0.0,0.0,1,0,False,True,False,False,True
625,2571605.04,2571605.04,0.0,7177484.07,9749089.11,1,0,True,False,True,False,False
712,367207.98,367207.98,0.0,0.0,367207.98,1,0,True,False,True,False,False
97,4454632.3,4454632.3,0.0,387523.26,4842155.56,1,0,True,False,True,False,False
664,639991.03,639991.03,0.0,0.0,0.0,1,0,False,True,True,False,False
723,138373.64,138373.64,0.0,125028.17,263401.81,1,0,True,False,True,False,False
383,4961093.21,4961093.21,0.0,0.0,0.0,1,0,False,True,False,False,True
218,145379.14,145379.14,0.0,0.0,0.0,1,0,False,True,True,False,False
267,1259972.05,1259972.05,0.0,0.0,0.0,1,0,False,True,False,False,True
461,226689.16,226689.16,0.0,173244.92,399934.08,1,0,True,False,True,False,False
117,16671.29,16671.29,0.0,0.0,0.0,1,0,False,True,True,False,False
102,22025.14,22025.14,0.0,0.0,0.0,1,0,False,True,True,False,False
164,1627389.26,1627389.26,0.0,0.0,0.0,1,0,False,True,False,False,True
664,84771.55,84771.55,0.0,1016318.82,1101090.37,1,0,True,False,True,False,False
282,181647.66,181647.66,0.0,159001.95,340649.62,1,0,True,False,True,False,False
629,547672.2,547672.2,0.0,241648.88,789321.08,1,0,True,False,True,False,False
577,113687.0,113687.0,0.0,0.0,0.0,1,0,False,True,True,False,False
98,2394623.8,2394623.8,0.0,0.0,0.0,1,0,False,True,False,False,True
48,5489302.04,5489302.04,0.0,1356390.81,6845692.85,1,0,True,False,True,False,False
193,660746.19,660746.19,0.0,0.0,0.0,1,0,False,True,True,False,False
710,10000000.0,17418265.31,7418265.31,0.0,0.0,1,0,False,True,False,False,True
718,1293595.52,1293595.52,0.0,0.0,0.0,1,0,False,True,False,False,True
160,1284959.39,1284959.39,0.0,814622.86,2099582.25,1,0,True,False,False,True,False
640,1732090.28,1732090.28,0.0,0.0,0.0,1,0,False,True,False,False,True
162,436906.22,436906.22,0.0,77698.14,869573.55,1,0,True,False,True,False,False
453,134725.66,134725.66,0.0,0.0,134725.66,1,0,True,False,True,False,False
229,780066.22,780066.22,0.0,105671.95,885738.18,1,0,True,False,True,False,False
387,245970.86,245970.86,0.0,0.0,0.0,1,0,False,True,True,False,False
583,333390.18,333390.18,0.0,5592648.15,5926038.32,1,0,True,False,True,False,False
579,3085336.66,3085336.66,0.0,0.0,0.0,1,0,False,True,False,False,True
35,3606943.31,3606943.31,0.0,0.0,0.0,1,0,False,True,False,False,True
470,2198220.97,2198220.97,0.0,0.0,0.0,1,0,False,True,False,False,True
85,8924971.59,8924971.59,0.0,0.0,0.0,1,0,False,True,False,False,True
475,11424.36,11424.36,0.0,155495.9,166920.26,1,0,True,False,True,False,False
643,40651.96,40651.96,0.0,0.0,0.0,1,0,False,True,True,False,False
436,2388542.02,2388542.02,0.0,14775.9,2403317.91,1,0,True,False,True,False,False
225,10276.87,10276.87,0.0,0.0,0.0,1,0,False,True,True,False,False
217,108783.2,108783.2,0.0,0.0,0.0,1,0,False,True,True,False,False
76,2066446.27,2066446.27,0.0,423086.94,2489533.21,1,0,True,False,True,False,False
662,1468304.35,1468304.35,0.0,0.0,0.0,1,0,False,True,False,False,True
59,192765.49,192765.49,0.0,3252407.57,3445173.06,1,0,True,False,True,False,False
166,49966.72,49966.72,0.0,2190371.38,2394605.54,1,0,True,False,True,False,False
203,48299.77,48299.77,0.0,0.0,0.0,1,0,False,True,True,False,False
724,1379501.18,1379501.18,0.0,0.0,1379501.18,1,0,True,False,True,False,False
268,754874.26,754874.26,0.0,0.0,754874.26,1,0,True,False,True,False,False
651,9996886.64,9996886.64,0.0,20429.76,10017316.4,1,0,True,False,True,False,False
597,517183.38,517183.38,0.0,0.0,517183.38,1,0,True,False,True,False,False
631,952234.12,952234.12,0.0,0.0,952234.12,1,0,True,False,True,False,False
6,33332.86,33332.86,0.0,0.0,0.0,1,0,False,True,True,False,False
277,342988.79,342988.79,0.0,0.0,342988.79,1,0,True,False,True,False,False
580,282500.69,282500.69,0.0,0.0,0.0,1,0,False,True,False,True,False
657,1619313.55,1619313.55,0.0,0.0,1619313.55,1,0,True,False,True,False,False
444,1186725.39,1186725.39,0.0,0.0,0.0,1,0,False,True,False,False,True
457,145482.09,145482.09,0.0,0.0,0.0,1,0,False,True,True,False,False
736,172915.56,172915.56,0.0,7674508.7,7847424.27,1,0,True,False,True,False,False
149,7188425.25,7188425.25,0.0,781697.03,7970122.27,1,0,True,False,True,False,False
558,2190762.32,2190762.32,0.0,0.0,2190762.32,1,0,True,False,True,False,False
279,231161.48,231161.48,0.0,0.0,231161.48,1,0,True,False,True,False,False
523,5999376.79,5999376.79,0.0,0.0,0.0,1,0,False,True,False,False,True
6,85354.69,85354.69,0.0,11170.0,10612.55,1,0,True,False,True,False,False
333,1861928.35,1861928.35,0.0,0.0,0.0,1,0,False,True,False,False,True
379,4445514.2,4445514.2,0.0,910628.33,5356142.53,1,0,True,False,True,False,False
322,20986.02,20986.02,0.0,0.0,0.0,1,0,False,True,True,False,False
19,10000000.0,11861008.32,1861008.32,0.0,0.0,1,0,False,True,False,False,True
282,1564952.45,1564952.45,0.0,0.0,1564952.45,1,0,True,False,True,False,False
461,873356.47,873356.47,0.0,105657.71,979014.18,1,0,True,False,True,False,False
500,930970.44,930970.44,0.0,0.0,0.0,1,0,False,True,False,True,False
303,786480.78,786480.78,0.0,1590386.44,2376867.23,1,0,True,False,True,False,False
80,972920.87,972920.87,0.0,21030.1,993950.97,1,0,True,False,False,True,False
159,416832.9,416832.9,0.0,1460326.73,1877159.62,1,0,True,False,True,False,False
269,48412.47,48412.47,0.0,0.0,0.0,1,0,False,True,True,False,False
290,1454356.81,1454356.81,0.0,2374898.66,3829255.47,1,0,True,False,False,True,False
392,2887744.35,2887744.35,0.0,0.0,2887744.35,1,0,True,False,True,False,False
634,26153.82,26153.82,0.0,0.0,0.0,1,0,False,True,True,False,False
502,4758180.79,4758180.79,0.0,0.0,0.0,1,0,False,True,False,False,True
270,79712.37,79712.37,0.0,1193902.33,1273614.71,1,0,True,False,False,True,False
162,151.0,151.0,0.0,0.0,0.0,1,0,False,True,True,False,False
373,152314.49,152314.49,0.0,0.0,0.0,1,0,False,True,True,False,False
472,63440.63,63440.63,0.0,26850.23,90290.87,1,0,True,False,True,False,False
586,10000000.0,20353874.22,10353874.22,0.0,0.0,1,0,False,True,False,False,True
289,196149.04,196149.04,0.0,193203.94,389352.99,1,0,True,False,True,False,False
22,489767.32,489767.32,0.0,0.0,0.0,1,0,False,True,True,False,False
616,89846.18,89846.18,0.0,0.0,0.0,1,0,False,True,True,False,False
480,181104.66,181104.66,0.0,0.0,0.0,1,0,False,True,False,True,False
157,2498837.82,2498837.82,0.0,2325834.43,4824672.25,1,0,True,False,True,False,False
409,9033760.73,9033760.73,0.0,0.0,0.0,1,0,False,True,False,False,True
182,166323.01,166323.01,0.0,0.0,0.0,1,0,False,True,True,False,False
388,5658123.36,5658123.36,0.0,0.0,0.0,1,0,False,True,False,False,True
225,84703.87,84703.87,0.0,0.0,0.0,1,0,False,True,True,False,False
439,203119.08,203119.08,0.0,0.0,0.0,1,0,False,True,True,False,False
168,7513581.46,7513581.46,0.0,0.0,0.0,1,0,False,True,False,False,True
186,179321.12,179321.12,0.0,0.0,179321.12,1,0,True,False,True,False,False
551,1669143.57,1669143.57,0.0,2026536.5,3695680.08,1,0,True,False,True,False,False
646,43071.62,43071.62,0.0,21624.42,64696.03,1,0,True,False,True,False,False
250,10000000.0,10000000.0,0.0,107593.45,10107593.45,1,0,True,False,False,True,False
639,49199.2,49199.2,0.0,0.0,0.0,1,0,False,True,True,False,False
687,3009125.59,3009125.59,0.0,0.0,0.0,1,0,False,True,False,False,True
645,1576874.04,1576874.04,0.0,0.0,1576874.04,1,0,True,False,True,False,False
7,21571.0,21571.0,0.0,30797.41,71140.3,1,0,True,False,True,False,False
210,1651948.79,1651948.79,0.0,0.0,0.0,1,0,False,True,False,False,True
211,405062.33,405062.33,0.0,0.0,0.0,1,0,False,True,True,False,False
282,1709224.02,1709224.02,0.0,0.0,0.0,1,0,False,True,False,False,True
38,448004.86,448004.86,0.0,0.0,0.0,1,0,False,True,True,False,False
379,8317724.27,8317724.27,0.0,0.0,0.0,1,0,False,True,False,False,True
514,10880.26,10880.26,0.0,0.0,0.0,1,0,False,True,True,False,False
244,2424380.16,2424380.16,0.0,509474.11,2933854.27,1,0,True,False,True,False,False
447,219178.49,219178.49,0.0,0.0,0.0,1,0,False,True,True,False,False
366,500003.56,500003.56,0.0,0.0,0.0,1,0,False,True,True,False,False
276,2554948.41,2554948.41,0.0,0.0,0.0,1,0,False,True,False,False,True
495,1248344.84,1248344.84,0.0,0.0,1248344.84,1,0,True,False,True,False,False
582,6106149.52,6106149.52,0.0,0.0,0.0,1,0,False,True,False,False,True
576,884821.37,884821.37,0.0,1628388.92,2513210.29,1,0,True,False,True,False,False
462,151994.59,151994.59,0.0,0.0,151994.59,1,0,True,False,True,False,False
22,346704.55,346704.55,0.0,0.0,0.0,1,0,False,True,True,False,False
66,548269.98,548269.98,0.0,0.0,548269.98,1,0,True,False,True,False,False
116,12477.96,12477.96,0.0,0.0,0.0,1,0,False,True,True,False,False
377,434006.52,434006.52,0.0,1381449.3,1815455.82,1,0,True,False,True,False,False
81,2737766.8,2737766.8,0.0,0.0,2737766.8,1,0,True,False,True,False,False
67,42513.08,42513.08,0.0,0.0,42513.08,1,0,True,False,True,False,False
191,1895158.63,1895158.63,0.0,0.0,0.0,1,0,False,True,False,False,True
328,43814.15,43814.15,0.0,4177401.35,4221215.5,1,0,True,False,True,False,False
142,73064.41,73064.41,0.0,187838.1,260902.5,1,0,True,False,True,False,False
263,297465.74,297465.74,0.0,4700.53,302166.26,1,0,True,False,True,False,False
291,2324907.08,2324907.08,0.0,0.0,0.0,1,0,False,True,False,False,True
143,32076.17,32076.17,0.0,0.0,0.0,1,0,False,True,True,False,False
469,245106.78,245106.78,0.0,0.0,0.0,1,0,False,True,True,False,False
129,617668.37,617668.37,0.0,0.0,0.0,1,0,False,True,True,False,False
365,916644.03,916644.03,0.0,2026.9,918670.94,1,0,True,False,True,False,False
158,3457169.26,3457169.26,0.0,503937.81,4543519.99,1,0,True,False,True,False,False
185,476890.47,476890.47,0.0,0.0,0.0,1,0,False,True,True,False,False
537,26481.25,26481.25,0.0,0.0,0.0,1,0,False,True,True,False,False
116,85408.24,85408.24,0.0,299363.12,384771.36,1,0,True,False,True,False,False
564,320977.49,320977.49,0.0,0.0,0.0,1,0,False,True,True,False,False
512,1319703.76,1319703.76,0.0,0.0,0.0,1,0,False,True,False,False,True
271,2271674.66,2271674.66,0.0,0.0,0.0,1,0,False,True,False,False,True
418,452261.67,452261.67,0.0,577217.57,1029479.24,1,0,True,False,True,False,False
714,8838.19,8838.19,0.0,15334.27,24172.46,1,0,True,False,True,False,False
543,74436.56,74436.56,0.0,201151.33,275587.89,1,0,True,False,True,False,False
294,21819.57,21819.57,0.0,333325.9,355145.48,1,0,True,False,True,False,False
718,9749042.95,9749042.95,0.0,213495.23,9962538.18,1,0,True,False,True,False,False
707,15371.72,15371.72,0.0,616240.72,631612.44,1,0,True,False,True,False,False
649,733119.42,733119.42,0.0,0.0,0.0,1,0,False,True,True,False,False
208,4815187.09,4815187.09,0.0,0.0,0.0,1,0,False,True,False,False,True
4,10000000.0,10000000.0,0.0,0.0,9941904.21,1,0,True,False,True,False,False
625,2480321.85,2480321.85,0.0,42477.24,2522799.09,1,0,True,False,True,False,False
465,461255.26,461255.26,0.0,34467.19,495722.45,1,0,True,False,True,False,False
91,28308.97,28308.97,0.0,0.0,0.0,1,0,False,True,True,False,False
11,313418.28,313418.28,0.0,688164.64,1029922.17,1,0,True,False,True,False,False
677,10000000.0,19295454.24,9295454.24,0.0,0.0,1,0,False,True,False,False,True
543,2558618.27,2558618.27,0.0,13626415.3,16185033.57,1,0,True,False,True,False,False
464,1027963.96,1027963.96,0.0,0.0,0.0,1,0,False,True,False,False,True
450,146061.11,146061.11,0.0,0.0,0.0,1,0,False,True,False,True,False
206,998110.47,998110.47,0.0,0.0,685216.5,1,0,False,True,True,False,False
468,652782.54,652782.54,0.0,0.0,0.0,1,0,False,True,True,False,False
136,95267.81,95267.81,0.0,0.0,95267.81,1,0,True,False,True,False,False
631,2391612.36,2391612.36,0.0,7064207.13,9455819.49,1,0,True,False,True,False,False
51,1170282.92,1170282.92,0.0,0.0,0.0,1,0,False,True,False,False,True
307,272187.2,272187.2,0.0,0.0,0.0,1,0,False,True,True,False,False
121,174296.71,174296.71,0.0,0.0,0.0,1,0,False,True,True,False,False
583,459378.91,459378.91,0.0,0.0,0.0,1,0,False,True,True,False,False
383,106601.15,106601.15,0.0,2361916.89,2468518.04,1,0,True,False,True,False,False
424,2772748.37,2772748.37,0.0,0.0,2772748.37,1,0,True,False,True,False,False
350,915672.67,915672.67,0.0,0.0,0.0,1,0,False,True,False,True,False
194,2942177.94,2942177.94,0.0,0.0,2942177.94,1,0,True,False,True,False,False
508,218350.42,218350.42,0.0,143135.63,361486.05,1,0,True,False,True,False,False
549,21662.5,21662.5,0.0,0.0,21662.5,1,0,True,False,True,False,False
280,475854.04,475854.04,0.0,139286.33,615140.37,1,0,True,False,False,True,False
67,42513.08,42513.08,0.0,0.0,0.0,1,0,False,True,True,False,False
507,269476.09,269476.09,0.0,32185.76,301661.86,1,0,True,False,True,False,False
79,664992.86,664992.86,0.0,0.0,0.0,1,0,False,True,True,False,False
221,93708.08,93708.08,0.0,1535887.5,1629595.57,1,0,True,False,True,False,False
305,39342.59,39342.59,0.0,0.0,39342.59,1,0,True,False,True,False,False
67,106460.7,106460.7,0.0,0.0,0.0,1,0,False,True,True,False,False
69,7728992.56,7728992.56,0.0,0.0,0.0,1,0,False,True,False,False,True
257,6262505.91,6262505.91,0.0,150228.21,6412734.11,1,0,True,False,True,False,False
215,9453680.72,9453680.72,0.0,0.0,0.0,1,0,False,True,False,False,True
240,248962.83,248962.83,0.0,0.0,248962.83,1,0,True,False,False,True,False
104,655294.3,655294.3,0.0,1510159.85,2165454.15,1,0,True,False,True,False,False
104,142336.65,142336.65,0.0,267803.17,410139.82,1,0,True,False,True,False,False
483,22990.73,22990.73,0.0,3279840.64,3302831.37,1,0,True,False,True,False,False
521,28835.93,28835.93,0.0,263633.63,292469.56,1,0,True,False,True,False,False
398,9725837.08,9725837.08,0.0,160684.93,9886522.01,1,0,True,False,True,False,False
360,882011.04,882011.04,0.0,8202.09,890213.13,1,0,True,False,False,True,False
719,67299.57,67299.57,0.0,0.0,0.0,1,0,False,True,True,False,False
450,36267.62,36267.62,0.0,6310213.47,6346481.09,1,0,True,False,False,True,False
273,103078.52,103078.52,0.0,0.0,103078.52,1,0,True,False,True,False,False
547,400276.72,400276.72,0.0,0.0,0.0,1,0,False,True,True,False,False
147,1137603.28,1137603.28,0.0,101685.4,1239288.68,1,0,True,False,True,False,False
636,222517.07,222517.07,0.0,130580.85,353097.93,1,0,True,False,True,False,False
635,1363674.48,1363674.48,0.0,0.0,1363674.48,1,0,True,False,True,False,False
39,7937954.2,7937954.2,0.0,0.0,0.0,1,0,False,True,False,False,True
425,204030.2,204030.2,0.0,0.0,204030.2,1,0,True,False,True,False,False
220,3379009.86,3379009.86,0.0,1760983.92,5139993.78,1,0,True,False,False,True,False
37,93083.27,93083.27,0.0,2466124.85,2559208.13,1,0,True,False,True,False,False
103,1254092.1,1254092.1,0.0,0.0,0.0,1,0,False,True,False,False,True
283,843174.04,843174.04,0.0,0.0,0.0,1,0,False,True,True,False,False
344,272997.35,272997.35,0.0,0.0,0.0,1,0,False,True,True,False,False
697,1272493.9,1272493.9,0.0,2396715.75,3669209.65,1,0,True,False,True,False,False
702,573266.42,573266.42,0.0,0.0,0.0,1,0,False,True,True,False,False
9,21922.0,21922.0,0.0,0.0,0.0,1,0,False,True,True,False,False
214,2582313.07,2582313.07,0.0,1640.53,2583953.6,1,0,True,False,True,False,False
451,475693.24,475693.24,0.0,0.0,0.0,1,0,False,True,True,False,False
680,1685692.11,1685692.11,0.0,0.0,0.0,1,0,False,True,False,False,True
140,2873536.01,2873536.01,0.0,0.0,0.0,1,0,False,True,False,False,True
613,170486.7,170486.7,0.0,0.0,0.0,1,0,False,True,True,False,False
195,2031464.82,2031464.82,0.0,0.0,0.0,1,0,False,True,False,False,True
15,119.0,119.0,0.0,4844060.13,4844179.13,1,0,True,False,True,False,False
552,22824.08,22824.08,0.0,22244.35,45068.43,1,0,True,False,True,False,False
12,149668.66,0.0,0.0,44170.11,193838.76,1,0,True,False,True,False,False
534,771024.82,771024.82,0.0,121864.03,892888.86,1,0,True,False,True,False,False
637,3845765.36,3845765.36,0.0,0.0,0.0,1,0,False,True,False,False,True
110,2145934.81,2145934.81,0.0,0.0,0.0,1,0,False,True,False,False,True
692,163490.28,163490.28,0.0,0.0,163490.28,1,0,True,False,True,False,False
205,475315.61,475315.61,0.0,0.0,0.0,1,0,False,True,True,False,False
403,2178303.49,2178303.49,0.0,0.0,0.0,1,0,False,True,False,False,True
710,10000000.0,10000000.0,0.0,25608.72,10025608.72,1,0,True,False,False,True,False
489,107128.17,107128.17,0.0,0.0,0.0,1,0,False,True,True,False,False
642,32660.58,32660.58,0.0,0.0,0.0,1,0,False,True,True,False,False
171,1777674.32,1777674.32,0.0,1953534.39,3731208.71,1,0,True,False,True,False,False
296,5591414.49,5591414.49,0.0,0.0,0.0,1,0,False,True,False,False,True
731,429359.76,429359.76,0.0,1973585.31,2402945.07,1,0,True,False,True,False,False
256,255028.93,255028.93,0.0,0.0,0.0,1,0,False,True,True,False,False
67,1028326.5,1028326.5,0.0,0.0,1028326.5,1,0,True,False,True,False,False
180,5363594.86,5363594.86,0.0,134472.24,5498067.11,1,0,True,False,False,True,False
266,10000000.0,15494862.93,5494862.93,0.0,0.0,1,0,False,True,False,False,True
40,6188772.44,6188772.44,0.0,0.0,0.0,1,0,False,True,False,False,True
173,2232667.51,2232667.51,0.0,0.0,0.0,1,0,False,True,False,False,True
217,3452538.75,3452538.75,0.0,0.0,0.0,1,0,False,True,False,False,True
349,98736.52,98736.52,0.0,0.0,0.0,1,0,False,True,True,False,False
66,126715.84,126715.84,0.0,273157.93,399873.77,1,0,True,False,True,False,False
213,188658.45,188658.45,0.0,0.0,188658.45,1,0,True,False,True,False,False
328,364375.51,364375.51,0.0,0.0,0.0,1,0,False,True,True,False,False
90,1182557.97,1182557.97,0.0,141273.74,1323831.71,1,0,True,False,False,True,False
302,43235.71,43235.71,0.0,0.0,0.0,1,0,False,True,True,False,False
13,48375.02,48375.02,0.0,374803.26,658520.33,1,0,True,False,True,False,False
499,558136.45,558136.45,0.0,82549.61,640686.06,1,0,True,False,True,False,False
115,116977.16,116977.16,0.0,0.0,0.0,1,0,False,True,True,False,False
261,196561.69,196561.69,0.0,0.0,0.0,1,0,False,True,True,False,False
379,99458.21,99458.21,0.0,0.0,0.0,1,0,False,True,True,False,False
185,194180.11,194180.11,0.0,0.0,0.0,1,0,False,True,True,False,False
458,256556.98,256556.98,0.0,0.0,0.0,1,0,False,True,True,False,False
599,306675.37,306675.37,0.0,3566083.7,3872759.07,1,0,True,False,True,False,False
277,242678.33,242678.33,0.0,812517.66,1055196.0,1,0,True,False,True,False,False
409,9033760.73,9033760.73,0.0,208005.22,9241765.96,1,0,True,False,True,False,False
537,254773.22,254773.22,0.0,0.0,0.0,1,0,False,True,True,False,False
578,152372.18,152372.18,0.0,0.0,0.0,1,0,False,True,True,False,False
